step,action
0,20
1,22
2,31
0,10
1,22
2,29
3,27
4,18
5,17
6,17
7,30
0,43
1,23
2,42
3,37
0,20
0,10
1,12
2,8
3,39
4,16
5,20
0,0
0,3
1,35
0,37
1,23
0,10
0,24
1,13
2,37
3,4
4,15
5,18
6,30
7,5
8,9
9,24
0,43
1,13
2,36
3,10
0,18
1,41
2,31
0,21
0,43
1,4
2,35
3,39
4,11
0,9
1,13
2,12
0,30
1,26
2,38
3,20
0,27
1,7
0,17
1,8
2,24
3,7
4,37
5,6
6,21
0,13
1,30
2,36
3,8
0,40
1,26
2,25
3,19
0,20
1,30
2,26
3,42
4,29
5,37
0,23
1,6
2,14
3,15
4,9
5,3
6,13
7,18
8,7
9,29
10,41
0,22
0,9
1,4
2,29
3,38
4,37
5,11
0,0
1,31
2,40
3,0
4,5
5,2
0,30
1,7
2,5
3,15
4,28
5,14
6,34
0,21
0,41
1,43
2,29
3,23
4,19
5,24
6,30
7,32
0,39
1,13
2,11
0,36
1,31
0,7
1,25
2,30
3,35
4,28
5,27
6,31
0,9
1,28
2,21
0,0
1,26
2,38
3,41
4,34
0,5
1,30
2,30
