step,action
0,10
1,15
2,38
3,6
4,6
5,25
0,15
1,15
2,37
3,28
4,37
5,9
0,14
1,5
2,28
3,28
4,6
5,25
0,23
1,29
0,6
1,28
2,6
3,6
4,37
0,15
1,43
2,6
3,6
4,6
0,15
1,14
2,15
3,6
4,6
5,6
6,10
0,10
1,10
0,9
1,6
2,6
0,24
1,37
2,28
3,7
4,27
0,36
1,6
2,6
3,38
0,23
1,27
2,28
3,23
0,14
1,6
0,6
1,14
2,6
3,43
0,29
1,6
2,6
3,29
4,27
5,6
6,37
7,6
8,15
0,5
1,6
2,15
3,23
0,25
1,14
0,24
1,28
2,27
3,6
0,25
1,6
2,6
3,6
4,6
0,36
1,15
2,28
3,6
4,6
0,17
1,28
2,12
3,28
4,37
0,14
1,15
2,24
0,10
1,24
2,5
3,4
4,15
0,6
1,38
2,4
3,23
4,37
5,23
6,28
0,30
1,30
2,27
3,6
4,28
5,6
6,6
0,9
1,27
2,39
3,6
4,4
5,28
6,12
0,10
0,28
1,15
2,36
3,27
0,9
1,9
2,6
3,15
4,6
5,6
6,28
7,25
0,1
1,14
2,28
3,15
4,38
