step,action
0,35
0,42
1,8
0,8
1,24
2,33
0,20
1,43
0,40
1,6
2,29
3,22
0,25
1,5
2,5
3,22
0,28
1,21
0,25
1,26
2,25
0,19
1,43
0,27
1,7
2,32
0,29
1,33
0,17
1,1
2,9
3,32
0,1
1,12
2,11
0,2
1,1
0,14
1,30
0,38
1,22
2,35
3,9
4,12
5,21
0,40
1,25
2,42
3,32
4,43
5,43
6,22
0,14
1,22
2,37
3,32
0,27
1,2
2,34
0,21
0,3
1,30
2,3
3,37
4,11
5,43
0,19
1,1
2,40
3,23
0,36
1,6
2,22
0,20
1,32
0,14
1,33
0,10
1,43
0,34
0,2
1,10
2,11
0,22
1,20
2,27
3,36
4,6
5,17
6,11
7,3
8,0
0,18
1,31
2,27
3,31
4,1
5,30
6,20
0,42
0,4
1,32
0,25
1,38
2,22
0,16
1,30
2,40
3,0
4,18
5,21
0,40
1,31
2,2
3,26
4,16
5,37
6,21
0,11
0,2
1,13
2,17
3,12
0,7
1,43
0,43
1,3
2,16
3,4
0,21
0,18
1,41
2,30
3,33
4,11
0,12
1,0
0,12
1,14
2,9
3,16
4,10
0,5
1,2
2,11
0,17
1,0
2,32
3,15
4,13
5,16
6,14
7,3
8,35
9,16
10,11
11,34
0,26
1,9
2,39
3,31
4,11
5,37
6,7
7,2
8,0
0,5
1,40
2,8
3,14
4,7
0,37
1,24
2,21
0,13
1,18
0,41
1,8
2,19
0,25
1,28
2,27
3,22
0,14
1,28
2,17
0,27
1,41
2,32
0,10
0,38
1,1
2,29
3,24
4,40
0,8
1,30
2,13
3,33
4,1
0,7
1,33
0,9
1,2
2,6
3,10
0,34
0,24
1,30
2,14
3,32
4,40
5,20
0,34
0,23
1,22
2,22
0,20
0,4
1,28
2,27
3,2
0,42
1,12
2,13
3,10
4,18
5,26
6,7
7,17
8,10
0,29
1,26
2,38
3,31
4,41
5,15
6,30
7,16
8,6
0,7
1,20
0,10
0,2
1,21
2,24
0,7
1,28
2,34
0,29
1,11
2,36
3,25
4,1
0,32
0,9
1,22
0,42
1,32
0,15
1,11
0,5
1,34
2,12
3,7
4,27
5,12
6,24
7,5
0,11
1,5
2,34
3,12
0,0
