step,action
0,9
1,1
2,27
3,14
0,9
1,1
2,9
3,39
4,38
5,28
6,28
0,1
1,9
2,1
3,39
4,9
5,39
6,14
0,23
1,1
2,24
3,9
4,1
5,24
6,28
7,28
8,28
0,9
1,1
2,9
3,39
4,14
5,39
6,28
7,28
0,9
1,1
2,9
3,39
4,1
5,39
6,28
7,28
8,28
9,28
10,28
11,14
0,1
1,24
2,9
3,28
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,28
0,1
1,9
2,39
3,9
4,1
5,24
6,28
7,28
8,28
9,28
10,28
11,3
0,1
1,9
2,39
3,9
4,28
5,28
6,28
0,9
1,1
2,39
3,14
4,39
5,28
6,28
7,28
8,28
9,28
0,9
1,1
2,27
3,24
4,28
5,39
6,28
7,28
8,28
0,1
1,9
2,24
3,9
4,39
5,28
6,28
7,28
0,9
1,1
2,9
3,14
4,14
5,28
6,28
7,39
0,23
1,9
2,27
3,9
4,1
5,9
6,14
7,28
8,28
9,28
10,28
11,28
12,39
0,23
1,9
2,39
3,39
4,27
5,9
6,14
7,28
0,9
1,1
2,39
3,26
4,28
0,9
1,1
2,39
3,39
4,39
0,9
1,1
2,9
3,28
4,28
5,38
6,14
7,28
8,28
9,28
0,23
1,9
2,39
3,9
4,1
5,39
6,28
7,28
8,28
9,28
0,23
1,9
2,9
3,28
4,28
5,28
6,39
0,1
1,24
2,9
3,39
4,9
5,24
6,28
7,1
0,23
1,27
2,9
3,9
4,28
5,28
6,28
7,28
8,14
9,39
10,28
11,28
12,28
13,28
14,28
15,28
0,9
1,1
2,39
3,38
4,39
5,28
0,1
1,9
2,27
3,27
4,9
5,28
6,28
7,28
8,28
9,14
10,14
0,1
1,9
2,38
3,9
4,28
5,39
0,23
1,9
2,39
3,24
4,9
5,39
6,28
7,28
8,28
9,28
0,9
1,1
2,1
3,24
4,39
5,1
0,23
1,24
2,9
3,39
4,14
5,28
6,28
7,28
8,28
9,28
0,1
1,9
2,9
3,39
4,24
5,39
6,14
7,28
0,9
1,1
2,39
3,9
4,24
5,9
6,14
7,28
8,28
9,28
0,9
1,1
2,39
3,39
4,28
5,28
6,28
0,23
1,9
2,39
3,1
4,28
5,14
0,1
1,9
2,27
3,24
4,28
5,9
0,9
1,1
2,39
3,28
4,28
0,23
1,9
2,27
3,14
4,1
5,39
0,1
1,9
2,23
3,24
4,28
5,28
6,28
7,28
8,28
9,28
10,28
0,1
1,9
2,9
3,9
4,39
5,14
0,1
1,9
2,39
3,9
4,14
5,14
6,28
7,28
8,39
9,28
0,9
1,23
2,27
3,24
4,39
5,28
6,39
7,28
8,28
9,28
10,28
11,39
12,28
0,9
1,1
2,39
3,23
4,9
5,9
6,28
7,28
8,28
9,28
10,28
0,23
1,9
2,9
3,28
4,39
5,28
6,28
7,28
8,28
9,28
0,23
1,27
2,24
3,9
4,39
5,39
6,28
7,28
8,28
9,28
10,28
11,28
0,23
1,9
2,1
3,39
4,24
5,39
6,28
7,28
8,28
0,23
1,9
2,27
3,9
4,1
5,9
6,28
7,28
8,28
9,28
10,28
11,39
0,1
1,27
2,9
3,9
4,39
5,28
6,28
7,28
8,28
9,28
10,28
11,14
12,28
0,9
1,1
2,39
3,39
4,9
5,39
6,1
7,28
8,28
9,28
10,28
0,23
1,9
2,9
3,39
4,39
5,27
6,14
7,39
8,28
9,28
10,28
11,39
12,28
13,28
14,28
15,28
0,1
1,9
2,39
3,9
4,28
5,28
0,23
1,9
2,9
3,28
4,28
5,28
6,28
7,6
8,28
9,27
10,28
0,1
1,24
2,9
3,9
4,28
5,39
0,9
1,1
2,39
3,1
4,14
0,23
1,9
2,39
3,9
0,23
1,27
2,9
3,26
4,28
5,28
6,28
7,28
8,28
9,14
0,9
1,1
2,39
3,39
4,28
5,28
6,28
7,28
8,28
9,28
10,28
0,1
1,9
2,24
